"filename", "language", "MS SQL", "JSON with Comments", "HTML", "JSON", "JavaScript", "Python", "TypeScript", "Markdown", "PostCSS", "pip requirements", "C++", "BibTeX", "XML", "Java", "Log", "LaTeX", "Batch", "PowerShell", "C", "CMake", "CMake Cache", "YAML", "Makefile", "Docker", "comment", "blank", "total"
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\CMakeFiles\4.0.3\CompilerIdC\CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 690, 0, 0, 0, 0, 0, 61, 155, 906
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\CMakeFiles\4.0.3\CompilerIdC\CompilerIdC.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 73
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\CMakeFiles\4.0.3\CompilerIdC\Debug\vcpkg.applocal.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\CMakeFiles\4.0.3\VCTargetsPath.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\CMakeFiles\CMakeConfigureLog.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 484, 0, 0, 0, 55, 539
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\CMakeFiles\InstallScripts.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\ZERO_CHECK.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\build\cmake_install.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 5, 7, 57
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\configs\all_text.json", "JSON", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\CLI11\CLI11.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1597, 1565, 11528
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\CLIEntry.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\MySQLDB.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 106
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\email_sender.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 34
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\identities.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 60
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\menu.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\service_locator.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 47
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\include\utils.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 34, 350
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\scripts\emailSender.py", "Python", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 46
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\scripts\email_sender_cli.py", "Python", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 101
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\scripts\today_weather.py", "Python", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 32
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\CLIEntry.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\MySQLDB.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 137
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\email_sender.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 204
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\identities.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 272
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 52
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\menu.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 121
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\src\utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 246
"d:\Code Files\vscode\CCpp\projects\BookManagePlus\todo.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\Code Files\vscode\CCpp\projects\CLI11learning\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 10
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\query\client-vscode\query.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\cache-v2-936e1caf38c35b812f7a.json", "JSON", 0, 0, 0, 1591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1592
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\cmakeFiles-v1-0557652123101ef8fcb1.json", "JSON", 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 230
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\codemodel-v2-01339547192c2d36d12f.json", "JSON", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json", "JSON", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\index-2025-07-18T08-40-47-0484.json", "JSON", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 133
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\target-CLI11learning-Debug-6cdc2cba38e8b62e3667.json", "JSON", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 125
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\.cmake\api\v1\reply\toolchains-v1-c5a7cb7b2870dc559920.json", "JSON", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 93, 490
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\4.0.3\CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 1, 18, 85
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\4.0.3\CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 3, 26, 109
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\4.0.3\CMakeRCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\4.0.3\CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\4.0.3\CompilerIdCXX\CMakeCXXCompilerId.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 151, 921
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\4.0.3\CompilerIdC\CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 690, 0, 0, 0, 0, 0, 61, 155, 906
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\CLI11learning.dir\DependInfo.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 6, 7, 24
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\CLI11learning.dir\cmake_clean.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 2, 14
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\CLI11learning.dir\compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\CMakeConfigureLog.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 638, 0, 0, 4, 32, 674
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\CMakeDirectoryInformation.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 5, 17
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\InstallScripts.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\CMakeFiles\Makefile.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 7, 6, 65
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 47, 47, 181
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\cmake_install.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 6, 8, 62
"d:\Code Files\vscode\CCpp\projects\CLI11learning\build\compile_commands.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Code Files\vscode\CCpp\projects\CLI11learning\include\CLI11.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1597, 1565, 11528
"d:\Code Files\vscode\CCpp\projects\CLI11learning\src\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 32
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 17
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\query\client-vscode\query.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\cache-v2-2c183f28c3c5b0d381a7.json", "JSON", 0, 0, 0, 2315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2316
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\cmakeFiles-v1-f2a563fcf5814626e002.json", "JSON", 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 230
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\codemodel-v2-bff73de103c09b9e4271.json", "JSON", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json", "JSON", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\index-2025-07-28T16-16-31-0257.json", "JSON", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 133
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\target-CodeLinesCounter-Debug-06d028eee932a4d6e13f.json", "JSON", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 149
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\.cmake\api\v1\reply\toolchains-v1-9db770237144eeb6b911.json", "JSON", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 515, 0, 0, 0, 0, 151, 666
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\4.0.3\CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 1, 18, 85
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\4.0.3\CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 3, 26, 109
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\4.0.3\CMakeRCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\4.0.3\CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\4.0.3\CompilerIdCXX\CMakeCXXCompilerId.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 151, 921
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\4.0.3\CompilerIdC\CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 690, 0, 0, 0, 0, 0, 61, 155, 906
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\CMakeConfigureLog.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 689, 0, 0, 4, 35, 728
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\CMakeDirectoryInformation.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 5, 17
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\CodeLinesCounter.dir\DependInfo.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 6, 7, 27
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\CodeLinesCounter.dir\cmake_clean.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 2, 20
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\CodeLinesCounter.dir\compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\InstallScripts.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\CMakeFiles\Makefile.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 7, 6, 65
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 56, 65, 262
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\cmake_install.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 6, 8, 62
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\build\compile_commands.json", "JSON", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\include\CLI11\CLI11.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1597, 1565, 11528
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\include\CLI_parser.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\include\counter.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\include\filter.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 37
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\src\CLI_parser.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 105
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\src\counter.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 108
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\src\filter.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 72
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\src\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\run.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\test.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\test.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\test.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\test.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\innerFolder\test.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\test.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\test.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Code Files\vscode\CCpp\projects\CodeLinesCounter\test\test.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
